NSR_organism	NSR_ID	BOLD_organism	BOLD_ID
Pemphigus populinigrae	YS5PAE35YN	Pemphigus populinigrae	
Phoronis muelleri	YRWAH9FIMMZ	Phoronis muelleri	BNSB270-23
Taraxacum langeanum	YRU2YDBWF45	Taraxacum langeanum	
Pergamasus nasellus	YRSYZUW4E24	Pergamasus nasellus	
Rubus aphidifer	YRP9ZPMI8NJ	Rubus aphidifer	
Campsis radicans	YRM3M7X4090	Campsis radicans	GBVK2077-11
Dinotrema sphaerimembre	YRLUQ6ECZ9D	Dinotrema sphaerimembre	
Cortinarius subhygrophanicus	YRHX4G3GYKF	Cortinarius subhygrophanicus	
Streptocara tridentata	YR9KXR3O9C7	Streptocara tridentata	
Pratylenchus zeae	YR8MHCUPNVP	Pratylenchus zeae	GBMNA2336-19
Fonsecalges saimirii	YQYK4DP2HF	Fonsecalges saimirii	
Lecania sordida	YQV2KWMAX17	Lecania sordida	
Amaranthus watsonii	YQL2T8BY6SZ	Amaranthus watsonii	SDH105-14
Disparalona hamata	YQIDAJPKTYF	Disparalona hamata	ZOOPS136-18
Sellnickochthonius subcricoides	YQEXR3S3VQE	Sellnickochthonius subcricoides	
Phaeosphaeria berlesei	YQDWKQDTO62	Phaeosphaeria berlesei	
Viburnum carlesii	YQCVBEPEZ39	Viburnum carlesii	GBVF2093-11
Nigma puella	YQCBS6SV3HC	Nigma puella	DTNHM8088-23
Phaeosphaeria lycopodina	YQ9GT34Y7YZ	Phaeosphaeria lycopodina	GBPLE4519-15
Holomenopon tadornae	YQ9AYG5R99O	Holomenopon tadornae	
Trachyuropoda coccinea	YQ4JKUDI1I1	Trachyuropoda coccinea	
Capronia mansonii	YQ3IX7KI4EF	Capronia mansonii	GBSO13556-15
Darmera peltata	YQ1PTAO1X2K	Darmera peltata	GBITS52686-21
Amaranthus viridis	YPWF2C5U1OS	Amaranthus viridis	BBYUK196-12
Otidea tuomikoskii	YPFC51NLTH8	Otidea tuomikoskii	GBPEZ1528-13
Cotoneaster hjelmqvistii	YPF1XAI86CK	Cotoneaster hjelmqvistii	
Ameronothrus nigrofemoratus	YPC7O7FFOC3	Ameronothrus nigrofemoratus	ACHAR2506-18
Isolepis cernua	YPARG87GOC1	Isolepis cernua	EDTOL1014-22
Cerastium dubium	YP9KGPJ9SBI	Cerastium dubium	GBITS16084-21
Harpyrhynchoides herodius	YP6RD4MEPPU	Harpyrhynchoides herodius	
Amanita battarrae	YP5QB16F7PO	Amanita battarrae	GBAGA11002-15
Isorhipis melasoides	YOZB71M4MB8	Isorhipis melasoides	FBCOB985-10
Dialeuronomada ixorae	YOX63OK7RSL	Dialeuronomada ixorae	
Rhynchophorus ferrugineus	YORAAYKUT86	Rhynchophorus ferrugineus	GBCL46954-19
Oligosita foersteri	YOODLXXOA79	Oligosita foersteri	
Entoloma chalybaeum	YOMGR5K9OLP	Entoloma chalybaeum	FABOL346-21
Ecteinomyces trichopterophilus	YOGSG2DF6LM	Ecteinomyces trichopterophilus	
Mentha gentilis	YOFD64EMB1Z	Mentha gentilis	
Dasineura geranii	YO8Y8P0U1VL	Dasineura geranii	NOCEC154-22
Hyphodontia griseliniae	YO7XMVVT28W	Hyphodontia griseliniae	
Himantoglossum robertianum	YO7PCKG4B9I	Himantoglossum robertianum	GBVB3592-11
Baruscapillaria anseris	YO5PF2TBW9E	Baruscapillaria anseris	
Phlox subulata	YO4HFX37BGT	Phlox subulata	HIMS1602-12
Steatonyssus periblepharus	YNX5CRHWJIR	Steatonyssus periblepharus	
Hibiscus syriacus	YNSYPS5WG33	Hibiscus syriacus	EBLF481-22
Pergamasus minorleitnerae	YNP14GI88UN	Pergamasus minorleitnerae	
Microcalicium ahlneri	YNJLLIL8FYE	Microcalicium ahlneri	
Histiostoma phyllophorum	YNJDWA1MO99	Histiostoma phyllophorum	
Asplenium obovatum	YNHJX13SZ5L	Asplenium obovatum	NBFCP365-24
Mustela nivalis	YNETUJ6V2NT	Mustela nivalis	ABMC106-05
Chaetopterus variopedatus	YNEOIB928VT	Chaetopterus variopedatus	DISMA033-17
Diatrype undulata	YNA2RIJDHEX	Diatrype undulata	
Capillaria nyrocinarum	YN9VUUAAMVG	Capillaria nyrocinarum	
Malva punctata	YN5BBD5OGNA	Malva punctata	
Euseius gallicus	YN55MWAIGE3	Euseius gallicus	
Stylops ater	YMXRRF7B9AL	Stylops ater	FIDIP4484-17
Euphorbia chamaesyce	YMLJI01TSYC	Euphorbia chamaesyce	GBITS37029-21
Amanita muscaria	YMKQBZ9ZOP7	Amanita muscaria	ANTIC135-20
Nemania serpens	YMCCNIUO1IN	Nemania serpens	GBFSD47348-24
Melanconiella decorahensis	YMBB29QX7W2	Melanconiella decorahensis	GBDIA1455-13
Pergamasus similis	YM8I1KNK1Y5	Pergamasus similis	
Nemopoda speiseri	YM7RE77CUJV	Nemopoda speiseri	BCFOR516-15
Schkuhria pinnata	YM58M33CT1X	Schkuhria pinnata	GBITS10218-21
Protula tubularia	YM25GBGM24M	Protula tubularia	
Achroceratosphaeria incolorata	YLZTY4NZ23U	Achroceratosphaeria incolorata	
Limnohalacarus mauritzi	YLZOV4KUB6E	Limnohalacarus mauritzi	
Matsucoccus feytaudi	YLVWR31P5WI	Matsucoccus feytaudi	
Hysterium acuminatum	YLSNNJOHII5	Hysterium acuminatum	OFASC055-16
Allium karataviense	YL2IF61TEIL	Allium karataviense	GBITS4956-21
Anthostomella phaeosticta	YL2BCPG79E3	Anthostomella phaeosticta	
Asca bicornis	YKTOS24IZZ8	Asca bicornis	MSSCA1154-16
Youngia japonica	YKOMDYS6CMZ	Youngia japonica	CSU013-10
Torilis ucranica	YKO9ZRI8A2X	Torilis ucranica	
Megalothorax incertus	YKEV3ETLPXA	Megalothorax incertus	GBART27983-23
Exochorda racemosa	YKDUP9DJ94B	Exochorda racemosa	EBLF1721-22
Leonurus sibiricus	YKB43ZD32RG	Leonurus sibiricus	GBITS31674-21
Protomyobia claparedei	YJYPQAISG3K	Protomyobia claparedei	
Hylaeus pictus	YJYDN92E9AL	Hylaeus pictus	CODAB1214-22
Arhythmorhynchus frassoni	YJY9JXDXND9	Arhythmorhynchus frassoni	GBINV15501-23
Mespilus germanica	YJSAUWFICB5	Mespilus germanica	FPUK903-14
Entoloma pachydermum	YJRQHOCEQ9V	Entoloma pachydermum	
Micrasema minimum	YJQ9WPDC4E7	Micrasema minimum	FBAQU151-09
Eumida sanguinea	YJHYN0KCSUS	Eumida sanguinea	GBAN5484-14
Phuopsis stylosa	YJEAPHO9773	Phuopsis stylosa	GBVJ4293-11
Mirabilis longiflora	YJDTLZM2CYG	Mirabilis longiflora	GBITS17576-21
Comatricha nigra	YJ7FYWH3LAM	Comatricha nigra	
Xerocomus declivitatum	YJ5BQYBL3T1	Xerocomus declivitatum	
Trachyuropoda willmanni	YJ59TEUAZF2	Trachyuropoda willmanni	
Baylisascaris procyonis	YJ4OWYOAP5V	Baylisascaris procyonis	GBMNA1052-19
Rubus guestphalicus	YIWT164B0ID	Rubus guestphalicus	
Paranais simplex	YIPOPYGJ0QC	Paranais simplex	
Epigloea grummannii	YIJI1J51IMC	Epigloea grummannii	
Dysaphis crataegi	YIFFS2I0QA8	Dysaphis crataegi	ACEA223-14
Parmelia ernstiae	YIEA3T5DSQX	Parmelia ernstiae	GBLEC1136-13
Ptiloxenoides phoenicopteri	YIDCSHL0IH7	Ptiloxenoides phoenicopteri	
Echinogammarus planicrurus	YI7Y34AGDLD	Echinogammarus planicrurus	
Typhula gyrans	YI2SGL2NN6K	Typhula gyrans	
Edaphus lederi	YI2SF4SO5DC	Edaphus lederi	ELPCG5859-17
Erica ciliaris	YI2SBGIBAJ3	Erica ciliaris	EDTOL124-21
Nerium oleander	YHX1RT42HL4	Nerium oleander	AGOP086-12
Deconica castanella	YHUO4VREKMD	Deconica castanella	
Wolffia columbiana	YHKMQYZ3CLT	Wolffia columbiana	GBITS3133-21
Uroobovella pulchella	YHJSD7MKZ5U	Uroobovella pulchella	
Radfordia lemnina	YHF9L0UQ62L	Radfordia lemnina	
Phanerotoma atra	YHCVLTE26OB	Phanerotoma atra	
Heterostylodes pilifera	YHBETCBSLEL	Heterostylodes pilifera	
Cheilymenia fraudans	YH535WYRKRC	Cheilymenia fraudans	
Pandivirilia melaleuca	YH4PNQTHNY6	Pandivirilia melaleuca	
Epilobium rivulare	YGZTO68SQO0	Epilobium rivulare	
Proctodrilus tuberculatus	YGYHEB6FGFO	Proctodrilus tuberculatus	GBAN11103-19
Cancerilla tubulata	YGTCV5YC9KV	Cancerilla tubulata	
Psilus cornutus	YGPNX4W25O3	Psilus cornutus	GBDTA16310-21
Erythronium grandiflorum	YGPC4FK2C3B	Erythronium grandiflorum	GBITS35528-21
Acalypha australis	YGFC4BI6Q4S	Acalypha australis	GBITS36401-21
Poecilochirus necrophori	YGE7HPSYU38	Poecilochirus necrophori	
Lonicera japonica	YGDHNRH6S53	Lonicera japonica	BBYUK819-12
Pseudoparasitus germanicus	YG4FBEYWIOG	Pseudoparasitus germanicus	
Aster tongolensis	YG4DPMAJMI3	Aster tongolensis	GBITS9778-21
Vicia narbonensis	YFUZXD71BNK	Vicia narbonensis	FBPL1603-13
Bonamia ostreae	YFNKAFP1A6Y	Bonamia ostreae	
Parathalestris sp.	YFMNIKD46PN	Archiceroptera highhells	
Aspidiophorus marinus	YFKFHWJN5CO	Aspidiophorus marinus	
Meloidogyne graminicola	YFIO2QQOPVW	Meloidogyne graminicola	GBMNA3081-19
Abramis leuckartii	YFDNC8KUBJ8	Abramis leuckartii	
Cerebratulus fuscus	YFB1N6J5MJT	Cerebratulus fuscus	ADMAB088-23
Thermocyclops hyalinus	YF9ZCXM6B2K	Thermocyclops hyalinus	
Leptosphaeria trifolii	YF48V1TGEK7	Leptosphaeria trifolii	
Ophiognomonia alni-viridis	YEZ4JMSIX5N	Ophiognomonia alni-viridis	
Collomia grandiflora	YEX2MIBD2RO	Collomia grandiflora	BBYUK1321-12
Aquilegia chrysantha	YEGTMI4ER38	Aquilegia chrysantha	GBVJ319-11
Trichoglossum walteri	YE7OVZJN89Y	Trichoglossum walteri	GBHEL1929-15
Lycopus exaltatus	YE5I9E8ZCK9	Lycopus exaltatus	ITSAD1873-14
Pachylaelaps ensifer	YE4YFDHLUND	Pachylaelaps ensifer	
Pseudobradya minor	YDWA7EPEK0R	Pseudobradya minor	BNSC628-15
Lepidium austrinum	YDQUCH18MJH	Lepidium austrinum	ITSAB3974-14
Livilla variegata	YDPC3XDY4RK	Livilla variegata	GBMHH22082-19
Cotula australis	YDKQHBWT0D0	Cotula australis	GBITS9591-21
Tetrastichus temporalis	YDIBUKUG4I7	Tetrastichus temporalis	BCHYM11795-15
Rhodacarus roseus	YDF1WUA7B7V	Rhodacarus roseus	
Technomyrmex albipes	YD72XGEDZZL	Technomyrmex albipes	ASAMI406-07
Rynchobanchus flavopictus	YCY7383D17P	Rynchobanchus flavopictus	
Lactarius uvidus	YCW8BXVNELD	Lactarius uvidus	ECMAM100-10
Taraxacum polyodon	YCW1GHZR6LM	Taraxacum polyodon	
Coprinopsis pseudoamphithalla	YCVPZQLQRLN	Coprinopsis pseudoamphithalla	
Furcaspis biformis	YCTOSZRJ96H	Furcaspis biformis	BQC196-10
Taraxacum ploegii	YCL3IZINMMX	Taraxacum ploegii	
Crocicreas starbaeckii	YCGNSNRYT6O	Crocicreas starbaeckii	
Dysmicoccus brevipes	YCFD4F5M6AY	Dysmicoccus brevipes	DSPKJ113-09
Ruditapes philippinarum	YC8JO9CM5LJ	Ruditapes philippinarum	GBCIN3699-23
Paracyclops imminutus	YBZFD8Y9MJF	Paracyclops imminutus	BSNTN2212-24
Neonectria discophora	YBZ5UO67I9X	Neonectria discophora	
Puccinia variabilis	YBZ33GXUJRY	Puccinia variabilis	
Melanosoma rubripes	YBYZ8EWZJOC	Melanosoma rubripes	
Primula variabilis	YBPGBSEROUB	Primula variabilis	
Quercus hispanica	YBO9RUTHKPY	Quercus hispanica	
Acanthochondria cornuta	YAVLOL1SR5N	Acanthochondria cornuta	
Pelodiscus sinensis	YAT39AET1G7	Pelodiscus sinensis	GBGC12009-13
Rhopalanoetus fimetarius	YAS6RPX9VSR	Rhopalanoetus fimetarius	
Neodiprion abietis	YALE2V68WFS	Neodiprion abietis	BBHYL947-10
Fallopia cilinodis	YAHF5HUJCT1	Fallopia cilinodis	FPOON010-16
Agoseris alpina	YAFWPXWA7OR	Agoseris alpina	
Coprinopsis urticicola	YABZQHBYCE7	Coprinopsis urticicola	
Parathalestris harpactoides	YA83ZYBL0N1	Parathalestris harpactoides	HYPCO019-20
Proctophyllodes robustipennis	YA6LOUBZ1WE	Proctophyllodes robustipennis	
Casinaria subglabra	YA2ME92ONJC	Casinaria subglabra	ANBIO429-22
Nereis pelagica	YA07G4GJSSE	Nereis pelagica	ADMAB038-23
Pirottaea brevipila	Y9UFNAIQK87	Pirottaea brevipila	
Helianthus diffusus	Y9PYD66XY1J	Helianthus diffusus	
Filago congesta	Y9MIVHX5GON	Filago congesta	ITSAJ2196-14
Anacyclus valentinus	Y9D0NPI2AZW	Anacyclus valentinus	GBVN1359-11
Entoloma minutum	Y8RVXVFQHXN	Entoloma minutum	NOBAS1375-15
Hypocrea leucopus	Y8NZF5MQIKX	Hypocrea leucopus	GBHYP6194-13
Kampimodromus elongatus	Y8GJ51MMYC2	Kampimodromus elongatus	
Doris verrucosa	Y8CYMCWYQF4	Doris verrucosa	BSUIO234-24
Anas cyanoptera	Y7Z56VWHXI1	Anas cyanoptera	
Caprella equilibra	Y7XXWW9VKD9	Caprella equilibra	DUTCH763-23
Syzygospora mycophaga	Y7XMXW6IEQV	Syzygospora mycophaga	
Cryptosporella betulae	Y7VMVS2NSYM	Cryptosporella betulae	GBDIA2368-15
Messor barbarus	Y7QHEXMINKE	Messor barbarus	ANTEU1247-22
Cirolana cranchi	Y7EITCYKVCK	Cirolana cranchi	
Crocosmia pottsii	Y796YBGSPN1	Crocosmia pottsii	
Sphaeronella ecaudata	Y6YEPMBMNVT	Sphaeronella ecaudata	
Dermacarus sciurinus	Y6X76HFCSTT	Dermacarus sciurinus	
Taraxacum tanyolobum	Y6V7DV3VYF1	Taraxacum tanyolobum	
Liriomyza phryne	Y6ROFRJN9R3	Liriomyza phryne	FIMYC246-14
Diaporthe otthii	Y6R3GVFX4L4	Diaporthe otthii	
Boletus calopus	Y6IEAS5COWG	Boletus calopus	GBBOL1650-13
Hypoaspis astronomica	Y6EUWH917HF	Hypoaspis astronomica	
Pseudoparlatoria parlatorioides	Y6CMJUF1TIU	Pseudoparlatoria parlatorioides	GBMHH22951-19
Oestophora barbula	Y6AK8FSFDFE	Oestophora barbula	GBMIN5722-12
Arcyria minuta	Y6A4Z32I5UY	Arcyria minuta	
Orchomenella minuta	Y68Q6398T3P	Orchomenella minuta	CCNUN038-07
Phytomyza tetrasticha	Y67UWI7LQMX	Phytomyza tetrasticha	GBDP4432-08
Trichuris suis	Y6604JTZBX6	Trichuris suis	GBCNM1270-24
Cricotopus pilosellus	Y62UKLVZ2RT	Cricotopus pilosellus	ATNA563-10
Xyloperthella crinitarsis	Y5SVIUL3U4Q	Xyloperthella crinitarsis	
Circulifer haematoceps	Y5PSGXN8RNF	Circulifer haematoceps	
Pergamasus digitulus	Y5PRU9VYHO5	Pergamasus digitulus	
Saemundssonia thompsoni	Y5M9NBHHRRM	Saemundssonia thompsoni	
Eteone barbata	Y5HJ0S9RIJ0	Eteone barbata	
Gibbula magus	Y5FLFX8HSSO	Gibbula magus	GBINV35709-23
Lactarius violascens	Y5BVK9BS6BA	Lactarius violascens	NOBAS3084-16
Bidens schimperi	Y4VORXQ40QV	Bidens schimperi	GBITS10292-21
Pseudosmittia albipennis	Y4S23B87DZR	Pseudosmittia albipennis	BSCHI275-17
Amaurodon cyaneus	Y4P4YUXG2C3	Amaurodon cyaneus	
Scandix balansae	Y4MZIBX238A	Scandix balansae	
Parapholis filiformis	Y4GUG3C7DW7	Parapholis filiformis	GBITS68022-21
Frommeëlla mexicana	Y4AETJN3ZXI	Frommeëlla mexicana	
Capillaria anatis	Y42W7LW3S7M	Capillaria anatis	
Ophiognomonia leptostyla	Y42GIK9P7ML	Ophiognomonia leptostyla	GBDIA2454-15
Cephalothrix simula	Y3WTMB9Q2SZ	Cephalothrix simula	GBMAA378-14
Orthotrichum comosum	Y3LA5XSGHLK	Orthotrichum comosum	PGBMA6738-20
Probles xanthopus	Y3G8QM9YBS8	Probles xanthopus	
Araucaria heterophylla	Y3EYVBKUDIA	Araucaria heterophylla	EBLF322-22
Rubus insularis	Y3B1UHAXTS3	Rubus insularis	
Diadegma cinnabaritor	Y336CAV4EXF	Diadegma cinnabaritor	
Metastrongylus apri	Y326E7JF3Z2	Metastrongylus apri	
Lactarius hysginus	Y2Z57RV74C8	Lactarius hysginus	GBRUS2814-15
Rumex heterophyllus	Y2WB75LFJCO	Rumex heterophyllus	
Uromyces appendiculatus	Y2VOSJNC1DU	Uromyces appendiculatus	GBPLU141-13
Senecio helwingii	Y2VHYH0NL78	Senecio helwingii	
Leptochloa fusca	Y2V5138WXNI	Leptochloa fusca	GBVD3949-11
Iberis odorata	Y2RNPRXQBQS	Iberis odorata	GBVS354-13
Epicladonia sandstedei	Y2MFCZHAL2E	Epicladonia sandstedei	
Euphthiracarus monodactylus	Y2HVVAWH2PB	Euphthiracarus monodactylus	BSOIL167-16
Physarum lenticulare	Y2DDV19UON2	Physarum lenticulare	
Myxilla rosacea	Y27WQH7IYGP	Myxilla rosacea	GBSP11264-19
Mantis religiosa	Y27UYA8Q24P	Mantis religiosa	DBMC093-21
Hordeum murinum	Y23NWIJ4QZL	Hordeum murinum	GBVS1570-13
Splanchnonema foedans	Y1T4H7BDIIH	Splanchnonema foedans	
Psylliostachys suworowii	Y1SWH5KAYBT	Psylliostachys suworowii	GBVI2092-11
Alliphis sculpturatus	Y1PSJKSGFUJ	Alliphis sculpturatus	
Cortinarius diasemospermus	Y1LAKN7PQGH	Cortinarius diasemospermus	FABOL744-21
Allium subhirsutum	Y17JFTS0G1M	Allium subhirsutum	GBVB1912-11
Stenopleustes latipes	Y14RKDLXJC	Stenopleustes latipes	AMPNB569-17
Wisteria sinensis	Y13TRH5XCII	Wisteria sinensis	EBLF1061-22
Alyssum simplex	Y13NFI2OZZ4	Alyssum simplex	DPC1591-21
Rubus schipperi	Y0QWD6JJ3K1	Rubus schipperi	
Symphoricarpos orbiculatus	Y0P22TMNQQG	Symphoricarpos orbiculatus	GBITS19962-21
Eniochthonius minutissimus	Y0D0U7SVBNS	Eniochthonius minutissimus	GBART26016-23
Eriophyes tomentosae	XZVWEIVTLO7	Eriophyes tomentosae	
Iania pictifrons	XZSNZ6U9NMU	Iania pictifrons	DTNHM4321-22
Cosmos diversifolius	XZSCTNP1G1D	Cosmos diversifolius	
Tremella mesenterica	XZO87WRDQT8	Tremella mesenterica	ARG003-08
Phyllodoce groenlandica	XZIJIP9GLK5	Phyllodoce groenlandica	BHAK1271-18
Cerodontha pygmella	XZFBVG2FC62	Cerodontha pygmella	
Phaeographis dendritica	XZBU2JRVDJ1	Phaeographis dendritica	KFNGI237-19
Parabdellorhynchus pelecanus	XZ9821FWTDZ	Parabdellorhynchus pelecanus	
Cotula squalida	XZ8LQWZEY6P	Cotula squalida	
Minilimosina bicuspis	XZ7BAGLZWCZ	Minilimosina bicuspis	
Onchocerca cervicalis	XZ4IVWBXHPG	Onchocerca cervicalis	
Zercon triangularis	XYYJ6Z8YYZD	Zercon triangularis	
Ramularia rhabdospora	XYYE6Z7AGLC	Ramularia rhabdospora	
Urtica pilulifera	XYT1H4S0TAZ	Urtica pilulifera	ITSAP2479-14
Pachylaelaps tesselatus	XYMQXEI1MFI	Pachylaelaps tesselatus	
Pholoe baltica	XYAUDLB04WO	Pholoe baltica	CCANN814-09
Leucospis dorsigera	XY3X4SEHPZ2	Leucospis dorsigera	BCHYM12160-15
Prunella laciniata	XY16ZUVB3BZ	Prunella laciniata	GBITS32175-21
Tetrameres fissispina	XY0KH5D1H6	Tetrameres fissispina	
Caryospora striata	XXXHXY4KIT4	Caryospora striata	
Milesina dieteliana	XXVAD8OIM3N	Milesina dieteliana	
Lindneromyia hungarica	XXRANWA55QH	Lindneromyia hungarica	GBDP18441-15
Stenochrus portoricensis	XXL3XUN2ZJJ	Stenochrus portoricensis	GACO1417-19
Psathyrella effibulata	XXKACZG15XY	Psathyrella effibulata	
Neurigona abdominalis	XXCCZNOS1LQ	Neurigona abdominalis	UKAN1321-23
Linaria bipartita	XX68XTTTDB1	Linaria bipartita	GBITS34036-21
Echinochloa colona	XX2FMJEWKT1	Echinochloa colona	GBITS61816-21
Cortinarius pseudomalachius	XWZCBX65WYM	Cortinarius pseudomalachius	
Cixius dubius	XWUCJZP1FWK	Cixius dubius	BGENL1622-24
Mompha lacteella	XWQ5RC5TTOK	Mompha lacteella	FGMLK239-17
Saperda perforata	XWDALNAHRJQ	Saperda perforata	COLFB881-12
Chromaphis juglandicola	XWCTV45F8NK	Chromaphis juglandicola	ACEA005-14
Sphaeronaemella fimicola	XWBFS7R2Z88	Sphaeronaemella fimicola	GBSO13123-14
Russula integra	XW3LC7SU189	Russula integra	FABOL674-21
Elymus repens	XW181ZA6N35	Elymus repens	BBYUK3053-20
Encentrum sutor	XVYSG8X8R9C	Encentrum sutor	
Euphorbia dentata	XVYGBWCMQCT	Euphorbia dentata	FSEUS223-12
Rubus bellardii	XVYC7XW88F	Rubus bellardii	
Ascaris lumbricoides	XVW069RTWSH	Ascaris lumbricoides	GBMNA2614-19
Pholiota pityrodes	XVT6JAPDLT8	Pholiota pityrodes	
Livilla ulicis	XVK3QCIYZ2T	Livilla ulicis	GBMHH29252-19
Ranunculus pseudofluitans	XVE95ESGEND	Ranunculus pseudofluitans	
Calvolia hagensis	XV8Z5BTV451	Calvolia hagensis	
Amaurochaete atra	XV853AYTJOU	Amaurochaete atra	
Rubus nemorosus	XV7UUVS68SZ	Rubus nemorosus	
Tanytarsus smolandicus	XV60HUB989A	Tanytarsus smolandicus	CHIFI524-16
Gilia achilleifolia	XV4I4BNBFR0	Gilia achilleifolia	GBITS21217-21
Streptanus okaensis	XUZWNXSFWI1	Streptanus okaensis	
Neopeckia fulcita	XUVBXOQZJDU	Neopeckia fulcita	
Stachys byzantina	XUUPG8OA56M	Stachys byzantina	GBITS31848-21
Hieracium sulphureum	XUTJTLL5GL2	Hieracium sulphureum	
Polydora cornuta	XUQ98ZCIGRO	Polydora cornuta	GBAN1575-07
Halcampa chrysanthellum	XUPKEEPXL1R	Halcampa chrysanthellum	SWEMA897-15
Commelina communis	XUOMFVWFBZT	Commelina communis	CPBOL857-11
Pergamasus arcuatus	XUJ17PTODI9	Pergamasus arcuatus	
Ageratina altissima	XUIU2PN1YEY	Ageratina altissima	SCBI506-14
Hordeum pubiflorum	XUH57KFLTD	Hordeum pubiflorum	GBVD3727-11
Thladiantha dubia	XUBJIM9M80G	Thladiantha dubia	GBITS72206-21
Olabidocarpus belsorum	XU4REZ771VP	Olabidocarpus belsorum	
Epuraea imperialis	XU1SSU6CA3N	Epuraea imperialis	WCOL314-21
Puccinia cribrata	XTU665KD9B8	Puccinia cribrata	
Inocybe obsoleta	XTONR2KZP3Z	Inocybe obsoleta	GBAGA2686-13
Populus tremuloides	XTO54YU1O35	Populus tremuloides	BBYUK1707-12
Oenanthe leucopyga	XTG2M1SHU1A	Oenanthe leucopyga	BOI046-08
Anser fabalis	XTEX8MIAWSE	Anser fabalis	BISE215-08
Brachionus variabilis	XTDAVUBH98K	Brachionus variabilis	AGROT808-11
Orobanche cernua	XTBISVFRFZK	Orobanche cernua	DPC312-21
Basalys rufocincta	XTBDKEDGP82	Basalys rufocincta	
Taraxacum dahlstedtii	XT99ATVZ2PI	Taraxacum dahlstedtii	
Oesophagostomum quadrispinulatum	XT6X3ZSY594	Oesophagostomum quadrispinulatum	GBMNA7749-19
Rumex schreberi	XSZZ9CBX3NP	Rumex schreberi	
Tityus tayrona	XSZJ81AEDX7	Tityus tayrona	
Hemipholiota heteroclita	XSZFJI8VNN7	Hemipholiota heteroclita	NOBAS1507-15
Sclerococcum phaeophysciae	XSYS1DKPA56	Sclerococcum phaeophysciae	
Resupinatus europaeus	XSTZPIQACJS	Resupinatus europaeus	
Eremurus robustus	XST3O2IM2US	Eremurus robustus	
Oenothera oehlkersi	XSJHDEA0SP6	Oenothera oehlkersi	
Chenopodium giganteum	XS9XRMSYUEY	Chenopodium giganteum	
Aceria calathina	XS7YZ9TL6HZ	Aceria calathina	
Enhydrosoma propinquum	XS6D4L89VY9	Enhydrosoma propinquum	NSH132-17
Belonopsis filispora	XRYENOLOW2F	Belonopsis filispora	
Allomelita pellucida	XRVUKIY5U6A	Allomelita pellucida	
Hippophae rhamnoides	XRVC4CXUVLO	Hippophae rhamnoides	EDTOL026-21
Bupleurum semicompositum	XRECBG62Z9F	Bupleurum semicompositum	ITSAB1000-14
Psathyrella spadiceogrisea	XRDY6DWUGXT	Psathyrella spadiceogrisea	GBAGA10340-14
Sisymbrium polyceratium	XRCOV42WJ02	Sisymbrium polyceratium	ITSAB1403-14
Ismarus dorsiger	XRBZSMW15VI	Ismarus dorsiger	GBDTA16725-21
Rubus amisiensis	XR9HQC9SHPD	Rubus amisiensis	GBVX6660-15
Pristiphora leucopus	XR5OT79ZQMN	Pristiphora leucopus	BASYM072-10
Erysiphe ornata	XR4WQFH47R4	Erysiphe ornata	
Sphacelorbus nanus	XR1EWWHYVY1	Sphacelorbus nanus	MACRO741-07
Ceratosphaeria crinigera	XQP8WK751YL	Ceratosphaeria crinigera	
Boccardia proboscidea	XQMMUQAR6YZ	Boccardia proboscidea	GBAN10330-19
Loxosomella marsypos	XQMJU4ZXKOB	Loxosomella marsypos	
Lepisosteus osseus	XQF5811BGM3	Lepisosteus osseus	ANGBF438-12
Genista sagittalis	XQD9KZ51FDO	Genista sagittalis	GBITS24932-21
Lonicera involucrata	XQ81IJEX6CY	Lonicera involucrata	BBYUK820-12
Parasitus vesparum	XPUPO9DAQ37	Parasitus vesparum	
Perlohmannia dissimilis	XPQ3S8HOJ7H	Perlohmannia dissimilis	
Agrostis murbeckii	XPGU39JHX4J	Agrostis murbeckii	
Entoloma ammophilum	XOW2DZ3IU6A	Entoloma ammophilum	
Lamprospora tuberculatella	XORX7A69W9F	Lamprospora tuberculatella	
Zanthojoppa lutea	XOKEX88NBU6	Zanthojoppa lutea	FBIIA120-10
Harpypalpoides hirundinoides	XO3UYIT8LKO	Harpypalpoides hirundinoides	
Latrodectus geometricus	XNOJF2D73T7	Latrodectus geometricus	ARGAB9010-19
Bionectria ochroleuca	XNLMPL6WQ7M	Bionectria ochroleuca	CLC001-08
Calycina parilis	XNKO6J1UYMK	Calycina parilis	
Entoloma minutigranulosum	XNJO2D8O3JN	Entoloma minutigranulosum	
Lolium hubbardii	XNIS5GHVTUR	Lolium hubbardii	
Crupina vulgaris	XNI5F8XDKT2	Crupina vulgaris	GBITS12139-21
Cenchrus setaceus	XNGPSQZ7F97	Cenchrus setaceus	GBITS45140-21
Aporrectodea trapezoides	XNEFE3ECEVU	Aporrectodea trapezoides	EWMTP005-22
Verachthonius laticeps	XN6LDYN4RN1	Verachthonius laticeps	
Leccinum aurantiacum	XN4AJH5WH1U	Leccinum aurantiacum	GBBOL1445-13
Carabus ulrichii	XMU7SO33S5G	Carabus ulrichii	GBCL24404-15
Agathomyia collini	XMN4EH4NJL1	Agathomyia collini	
Dolichoderus lutosus	XMFXJVIL1RM	Dolichoderus lutosus	APREY123-18
Atriplex micrantha	XMEWT4OEM63	Atriplex micrantha	GBITS57826-21
